experiment_key,Accuracy,Precision,Recall,F1_Score
SKAB_seed_42_fold_4_Automata_noisy,0.6364458512321953,0.4264705882352941,0.018147684605757195,0.03481392557022809
SKAB_seed_42_fold_4_Automata_unseen,0.6323762152385259,0.325,0.016270337922403004,0.03098927294398093
SKAB_seed_42_fold_5_LSTM_original,0.6265166556364439,0.21787709497206703,0.024497487437185928,0.044042913608131
SKAB_seed_42_fold_5_GRU_original,0.6470328700639753,0.3888888888888889,0.008793969849246231,0.0171990171990172
SKAB_seed_42_fold_5_CNN1D_original,0.5993823075226119,0.09712230215827339,0.016959798994974875,0.028877005347593583
SKAB_seed_42_fold_5_Automata_original,0.6346408109299251,0.2838983050847458,0.043059125964010285,0.07477678571428571
SKAB_seed_42_fold_5_LSTM_noisy,0.6309287447606442,0.176,0.013819095477386936,0.0256260920209668
SKAB_seed_42_fold_5_GRU_noisy,0.6393117140966248,0.30275229357798167,0.0207286432160804,0.03880070546737213
SKAB_seed_42_fold_5_CNN1D_noisy,0.45643061989852196,0.24651162790697675,0.2663316582914573,0.2560386473429952
SKAB_seed_42_fold_5_Automata_noisy,0.6139268400176289,0.2878787878787879,0.08547557840616966,0.13181367690782952
SKAB_seed_42_fold_5_Automata_unseen,0.6346408109299251,0.2838983050847458,0.043059125964010285,0.07477678571428571
SKAB_seed_123_fold_1_LSTM_original,0.681990627092167,0.8149779735682819,0.11798469387755102,0.20612813370473537
SKAB_seed_123_fold_1_GRU_original,0.6520865878152198,0.5290322580645161,0.05229591836734694,0.09518282066163668
SKAB_seed_123_fold_1_CNN1D_original,0.664137469314885,0.6329113924050633,0.09566326530612244,0.16620498614958448
SKAB_seed_123_fold_1_Automata_original,0.6555951850200624,0.3142857142857143,0.007180156657963447,0.014039566049776643
SKAB_seed_123_fold_1_LSTM_noisy,0.6643606337871011,0.625,0.10204081632653061,0.17543859649122806
SKAB_seed_123_fold_1_GRU_noisy,0.6612363311760767,0.6059322033898306,0.09119897959183673,0.15853658536585366
SKAB_seed_123_fold_1_CNN1D_noisy,0.6261995090381611,0.4115702479338843,0.15880102040816327,0.2291762540266912
SKAB_seed_123_fold_1_Automata_noisy,0.6560410164957646,0.2962962962962963,0.005221932114882507,0.010262989095574085
SKAB_seed_123_fold_1_Automata_unseen,0.6555951850200624,0.3142857142857143,0.007180156657963447,0.014039566049776643
SKAB_seed_123_fold_2_LSTM_original,0.6522125861685568,0.5152224824355972,0.13950538998097653,0.21956087824351297
SKAB_seed_123_fold_2_GRU_original,0.6248610184567489,0.3463687150837989,0.07863031071655041,0.1281653746770026
SKAB_seed_123_fold_2_CNN1D_original,0.7020235712697354,0.8246575342465754,0.19086873811033608,0.309989701338826
SKAB_seed_123_fold_2_Automata_original,0.6532652154597957,0.08333333333333333,0.0012978585334198572,0.0025559105431309905
SKAB_seed_123_fold_2_LSTM_noisy,0.6544362908605738,0.5347432024169184,0.11223842739378567,0.18553459119496854
SKAB_seed_123_fold_2_GRU_noisy,0.6771180787191461,0.6984126984126984,0.13950538998097653,0.23255813953488372
SKAB_seed_123_fold_2_CNN1D_noisy,0.7342672893039804,0.9263392857142857,0.2631578947368421,0.40987654320987654
SKAB_seed_123_fold_2_Automata_noisy,0.6494891159484674,0.25333333333333335,0.012329656067488644,0.023514851485148515
SKAB_seed_123_fold_2_Automata_unseen,0.6532652154597957,0.08333333333333333,0.0012978585334198572,0.0025559105431309905
SKAB_seed_123_fold_3_LSTM_original,0.5666963094708759,0.15869565217391304,0.044648318042813454,0.06968973747016706
SKAB_seed_123_fold_3_GRU_original,0.5706980880391285,0.12051282051282051,0.02874617737003058,0.046419753086419754
SKAB_seed_123_fold_3_CNN1D_original,0.5595820364606492,0.3629160063391442,0.2801223241590214,0.3161891612012427
SKAB_seed_123_fold_3_Automata_original,0.6382411725516323,0.32558139534883723,0.017510944340212633,0.03323442136498516
SKAB_seed_123_fold_3_LSTM_noisy,0.5344597598932859,0.24184476940382452,0.13149847094801223,0.17036450079239301
SKAB_seed_123_fold_3_GRU_noisy,0.551578479324144,0.1848184818481848,0.06850152905198777,0.0999553770638108
SKAB_seed_123_fold_3_CNN1D_noisy,0.5620275678079146,0.3537117903930131,0.24770642201834864,0.29136690647482016
SKAB_seed_123_fold_3_Automata_noisy,0.6326893182322896,0.23300970873786409,0.0150093808630394,0.0282021151586369
SKAB_seed_123_fold_3_Automata_unseen,0.6382411725516323,0.32558139534883723,0.017510944340212633,0.03323442136498516
SKAB_seed_123_fold_4_LSTM_original,0.6622906292440018,0.7709923664122137,0.12362301101591187,0.21308016877637131
SKAB_seed_123_fold_4_GRU_original,0.633091896785876,0.5546218487394958,0.04039167686658507,0.07529948659440959
